key,ra,dec,name,host,confirmed_real,confirmed_star_cluster,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf
gran_5,267.228,-24.17,Gran 5,mw,1,1,0.94,0.04,0.04,,,,,,,,Gran2022MNRAS.509.4962G,13.25,,,Gran2022MNRAS.509.4962G,8.07,0.2,0.2,Baumgardt2020PASA...37...46B,-59.19,4.93,4.93,,,,,Gran2024A&A...683A.167G,-5.32,,,-9.2,,,Gran2022MNRAS.509.4962G,-1.02,0.11,0.11,,,,,Gran2024A&A...683A.167G,,,,,,,,,,,,,,,,,,,-1.56,,,Gran2022MNRAS.509.4962G,-5.18,0.2,0.2,4.305029995663982,4.466835921509631,,,4.459201129767227,1.838544768587365,-3.0397194529684577,-0.21751456718717257,3.2657948818006486,3.6901359522544603,778.1766385815796,390.0399252725571,3.6901359522544603,-1.02,0.11,0.11,spectroscopic,-27.000690317310273,-51.873969787732385,,,,,1.2181171539478939,0.05354931849141442,0.054086143542049214,1.2197143574758251,0.048482511973346964,0.04958752496766139,18.821903788102553
kronberger_49,272.6,-23.34,Kronberger 49,mw,1,1,,,,,,,,,,,,14.61,0.04,0.04,Garro2022A&A...658A.120G,7.91,,,Garro2022A&A...658A.120G,,,,,,,,,-2.84,0.69,0.69,-5.52,0.71,0.71,Garro2022A&A...658A.120G,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,2.0,Garro2022A&A...658A.120G,-0.2,0.2,0.2,Garro2022A&A...658A.120G,-6.699999999999999,,,4.913029995663981,8.356030182312473,0.15251473901428803,0.15535019971128605,7.6271746390987385,-2.0122547288249297,-5.33907265406844,-0.9984749970107245,6.349849705515873,1.1569787586525546,779.2806042285533,391.17223526387045,1.1569787586525546,-0.2,0.2,0.2,photometric,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
mercer_5,275.8291667,-13.66722222,Mercer 5,mw,0,0,,,,,,,,,,,Longmore2011MNRAS.416..465L,13.688,,,Baumgardt2021MNRAS.505.5957B,,,,,,,,,,,,,-3.9647,0.114,0.114,-7.2199,0.1106,0.1106,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.465123745198722,,,17.593581877397575,-0.10861790317215135,-2.714067185796407,-0.532473952438162,4.713585509067693,3.348377578773729,777.454910776388,389.3260380246736,3.348377578773729,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
minni_22,267.214,-33.061,Minni 22,mw,0,0,1.1,0.3,0.3,,,,,,,,Minniti2018ApJ...866...12M,14.3,0.08,0.08,Minniti2018ApJ...866...12M,8.1,0.5,0.5,Minniti2018ApJ...866...12M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,1.0,1.0,Minniti2018ApJ...866...12M,-1.3,0.3,0.3,Minniti2018ApJ...866...12M,-6.200000000000001,0.5,0.5,4.713029995663982,7.244359600749906,0.2620355599781874,0.27186933943215497,356.82841523267535,-2.7282370774596854,-5.586929159953297,-0.8489576681976532,4.532795987494837,1.040995993296196,779.9417252055061,391.81938682140344,1.040995993296196,-1.3,0.3,0.3,photometric,,,,,,,2.263144845667268,0.5701168362569455,0.6642501749749306,2.312074518359573,0.5965330347153117,0.6533005420786417,19.190622224929037
minni_48,263.325,-28.00055556,Minni 48,mw,0,0,6.0,1.0,1.0,,,,,,,,Minniti2021A&A...652A.129M,14.62,0.08,0.08,Minniti2021A&A...652A.129M,8.12,0.8,0.8,Minniti2021A&A...652A.129M,,,,,,,,,-3.5,0.5,0.5,-6.0,0.5,0.5,Minniti2021A&A...652A.129M,,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,2.0,Minniti2021A&A...652A.129M,-0.2,0.3,0.3,Minniti2021A&A...652A.129M,-6.5,0.8,0.8,4.833029995663981,8.394599865193973,0.303640873410151,0.3150360343668339,359.35135940583547,2.7901874824211625,-6.232832718539191,-0.21122457729130395,5.61929598591942,0.4946796882274959,780.5422045480053,392.42823221023275,0.4946796882274959,-0.2,0.3,0.3,photometric,,,,,,,14.55840689089758,2.4876510111761245,2.6680824238110397,14.61135834260596,2.542253256493419,2.4539686783641734,22.894063928814788
patchick_099,273.9458333,-29.81277778,Patchick 99,mw,1,0,1.87,,,,,,,,,,Garro2021A&A...649A..86G,14.13,0.13,0.13,Butler2024ApJ...963L..33B,8.82,,,Garro2021A&A...649A..86G,-92.0,10.0,10.0,,,,,Butler2024ApJ...963L..33B,-2.98,1.74,1.74,-5.49,2.02,2.02,Garro2021A&A...649A..86G,-0.75,0.3,0.3,,,,,Butler2024ApJ...963L..33B,1.2,,,10.0,,,Garro2021A&A...649A..86G,,,,,,,,10.0,2.0,2.0,Garro2021A&A...649A..86G,-0.2,0.2,0.2,Garro2021A&A...649A..86G,-5.3100000000000005,,,4.357029995663981,6.698846094165265,0.3892726493633356,0.41328904236803066,2.4885267876982904,-6.145342677681551,-4.699826962976649,-1.2322673712412167,4.611689781106831,1.6591215009425435,778.9804129643252,390.85722274188686,1.6591215009425435,-0.75,0.3,0.3,spectroscopic,-69.41657244113884,-92.43808964370872,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
patchick_122,145.6279167,-52.42805556,Patchick 122,mw,1,1,,,,,,,,,,,,13.72,0.05,0.05,Garro2022A&A...659A.155G,,,,,98.68,3.43,3.43,,,,,Garro2023A&A...669A.136G,-3.72,0.12,0.12,3.81,0.12,0.12,Garro2022A&A...659A.155G,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,0.2,0.2,Garro2022A&A...659A.155G,,,,,5.546257129579111,0.12624822556287274,0.12918892450636665,276.3397854947339,0.4062332308311596,-4.183788820414298,0.4398667191006121,-3.6143320991590007,9.315560614245001,780.9477370566206,392.80613579303815,9.315560614245001,-0.5,0.2,0.2,photometric,-143.93230165445718,-216.1632306458563,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
patchick_126,256.4108333,-47.34222222,Patchick 126,mw,1,1,0.48,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.66,0.02,0.02,Garro2022A&A...659A.155G,11.02,0.3,0.3,Baumgardt2020PASA...37...46B,-123.56,2.86,2.86,,,,,Garro2023A&A...669A.136G,-4.75,0.46,0.46,-6.68,0.62,0.62,Garro2022A&A...659A.155G,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,0.3,0.3,Garro2022A&A...659A.155G,-3.6400000000000006,0.3,0.3,3.6890299956639816,8.55066712884683,0.07839298744086776,0.07911834882287216,340.3805403390072,-3.8262745099256974,-7.852772677909687,-0.9342527889694158,3.2519288651075486,2.9222075035260855,782.2091139633914,394.08583237150157,2.9222075035260855,-0.7,0.3,0.3,photometric,-194.23684916296656,-243.0591288485127,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
pfleiderer_2,269.6667,-5.075,Pfleiderer 2,mw,0,0,1.24,0.13,0.13,,,,,,,,Ortolani2009AJ....138..889O,16.07,,,Ortolani2009AJ....138..889O,13.57,,,Ortolani2009AJ....138..889O,,,,,,,,,-2.7837,0.034,0.034,-4.1576,0.0313,0.0313,Vasiliev2021MNRAS.505.5978V,,,,,,,,,1.18,0.16,0.16,4.8,0.7,0.7,Ortolani2009AJ....138..889O,,,,,,,,10.0,2.0,2.0,Ortolani2009AJ....138..889O,0.0,,,Ortolani2009AJ....138..889O,-2.5,,,3.2330299956639816,16.3681652142781,,,22.28073197264702,9.322297880063394,-6.848923633717086,1.0250594969293658,14.830992231444595,9.544647013551257,779.7089380200131,391.7252021672004,9.544647013551257,0.0,,,photometric,,,,,,,5.895078139548924,0.6175985395945318,0.5974225554324262,5.867299338055412,0.5621145411598452,0.6690213584853284,24.912804297193105
riddle_15,287.787,14.833,Riddle 15,mw,0,0,,,,,,,,,,,,16.29,0.02,0.02,Garro2022A&A...659A.155G,10.09,,,Garro2022A&A...659A.155G,,,,,,,,,-1.03,0.32,0.32,-1.64,0.27,0.27,Garro2022A&A...659A.155G,,,,,,,,,,,,,,,,,,,,,,,13.0,,,Garro2022A&A...659A.155G,-1.4,0.2,0.2,Garro2022A&A...659A.155G,-6.199999999999999,,,4.713029995663981,18.11340092619603,0.16606465787078406,0.16760123523138049,48.35504269012418,2.4549886856257124,0.3111087591062915,-1.2206579440111112,18.069546165768774,14.09677758569067,771.7596177553132,383.8131565010516,14.09677758569067,-1.4,0.2,0.2,photometric,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
ryu_059,244.2850417,-44.59405556,Ryu 059,mw,0,0,0.55,0.03,0.03,,,,,,,,Ryu2018ApJ...863L..38R,17.3,0.3,0.3,Ryu2018ApJ...863L..38R,9.05,0.31,0.31,Ryu2018ApJ...863L..38R,,,,,,,,,1.0223,0.0553,0.0553,0.7697,0.047,0.047,Vasiliev2021MNRAS.505.5978V,,,,,,,,,0.18,0.03,0.03,0.93,0.4,0.4,Ryu2018ApJ...863L..38R,,,,,,,,,,,,-2.2,0.2,0.2,Ryu2018ApJ...863L..38R,-8.25,0.31,0.31,5.5330299956639815,28.84031503126606,3.721450716170235,4.27279711699309,336.8696698199067,4.303053137229225,-27.109499049715243,1.0940331870518343,9.779668898372192,21.636145188458933,798.9654787507352,411.01040919022034,21.636145188458933,-2.2,0.2,0.2,photometric,,,,,,,4.637038628760436,0.699728426569306,0.6616509174167184,4.6036873747550455,0.6971303535312678,0.7408440438216415,18.636142263972488
ryu_879,281.367375,-5.192583333,Ryu 879,mw,0,0,0.47,0.01,0.01,,,,,,,,Ryu2018ApJ...863L..38R,16.0,0.3,0.3,Ryu2018ApJ...863L..38R,7.97,0.33,0.33,Ryu2018ApJ...863L..38R,,,,,,,,,-2.3957,0.0771,0.0771,-1.794,0.0692,0.0692,Vasiliev2021MNRAS.505.5978V,,,,,,,,,0.21,0.01,0.01,0.9,0.1,0.1,Ryu2018ApJ...863L..38R,,,,,,,,,,,,-2.1,0.3,0.3,Ryu2018ApJ...863L..38R,-8.030000000000001,0.33,0.33,5.445029995663982,15.84893192461114,2.045089278582303,2.3480766614886868,27.630970617272432,-1.0421970381498666,-5.351877319226227,-1.928403732803028,14.79281282766132,9.439517597083649,777.2128454250033,389.22651115256235,9.439517597083649,-2.1,0.3,0.3,photometric,,,,,,,2.148347711940897,0.2986526247180099,0.29837127536687147,2.1493408644782557,0.3036776519401343,0.3072715679209619,17.202139627826398
teutsch_67,143.44166666666666,-57.099722222222226,Teutsch 67,mw,0,0,0.82,0.02,0.02,,,,,,,,S2024arXiv240609216S,15.6,0.08,0.08,S2024arXiv240609216S,,,,,96.95,2.75,2.75,,,,,He2023ApJS..267...34H,-2.38,0.026,0.026,1.922,0.029,0.029,S2024arXiv240609216S,,,,,,,,,0.59,0.02,0.02,3.96,0.13,0.13,S2024arXiv240609216S,,,,,,,,10.5,,,S2024arXiv240609216S,-0.75,0.2,0.2,S2024arXiv240609216S,,,,,13.182567385564074,0.47682633347865533,0.4947208703944206,278.507210350836,-3.920207053606039,-10.240599930726635,0.012629538175743082,-8.301206926014116,14.42716376319922,787.2354076866279,399.12151616964013,14.42716376319922,-0.75,0.2,0.2,photometric,-144.00741527411589,-214.5839955066602,,,,,3.14031515277078,0.14717386882646277,0.14985722279211044,3.148630006743672,0.1361617005548359,0.1419007621365247,
vvv_cl001,268.6770833,-24.01472222,VVV CL0001,mw,1,1,1.0,,,,,,,,,,Minniti2011A&A...527A..81M,14.58,,,OlivaresCarvajal2022MNRAS.513.3993O,8.03,0.5,0.5,Baumgardt2020PASA...37...46B,-324.9,0.8,0.8,,,,,OlivaresCarvajal2022MNRAS.513.3993O,-3.4875,0.1437,0.1437,-1.6523,0.1075,0.1075,Vasiliev2021MNRAS.505.5978V,-2.04,0.02,0.02,,,,,OlivaresCarvajal2022MNRAS.513.3993O,,,,,,,,,,,,,,,,,,,,,,,-6.550000000000001,0.5,0.5,4.853029995663982,8.241381150130021,,,5.267475110546751,0.7797326094470973,-5.52499910363091,-0.5615763223156467,6.089284046651993,0.7693740937511253,779.6725763339989,391.5613370429915,0.7693740937511253,-2.04,0.02,0.02,spectroscopic,-289.4044906140149,-312.7291761736991,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
vvv_cl002,256.52625,-28.84508333,VVV-CL002,mw,1,1,0.75,0.1,0.1,,,,,,,,MoniBidin2011A&A...535A..33M,14.67,0.16,0.15,Minniti2021A&A...648A..86M,10.06,,,Minniti2021A&A...648A..86M,-27.3,0.1,0.1,,,,,Minniti2024A&A...683A.150M,-8.8674,0.1425,0.1425,2.39,0.0852,0.0852,Vasiliev2021MNRAS.505.5978V,-0.54,0.27,0.27,,,,,Minniti2024A&A...683A.150M,,,,1.8,0.1,0.1,MoniBidin2011A&A...535A..33M,,,,,,,,,,,MoniBidin2011A&A...535A..33M,-0.4,0.2,0.2,MoniBidin2011A&A...535A..33M,-4.609999999999999,,,4.077029995663981,8.59013521505396,0.6101883423741921,0.6143605024777514,355.24101146750843,7.228213864444021,-6.727118292879925,0.49837218024898444,5.318639643411116,1.3436331261961854,781.3259829917966,393.2093847204278,1.3436331261961854,-0.54,0.27,0.27,spectroscopic,-33.781905292180895,-72.29337188296913,,,,,1.8630416353789438,0.27549191773794,0.2890822131435453,1.8339492390835084,0.2681417459937001,0.31367098513867187,20.277549683512895
vvv_cl003,264.728,-29.907,VVV-CL003,mw,0,0,0.6,0.1,0.1,,,,,,,,MoniBidin2011A&A...535A..33M,15.6,0.14,0.13,Minniti2021A&A...648A..86M,8.78,,,Minniti2021A&A...648A..86M,,,,,,,,,-1.93,0.05,0.05,8.33,0.05,0.05,Minniti2021A&A...648A..86M,,,,,,,,,0.5,,,1.8,0.1,0.1,MoniBidin2011A&A...535A..33M,,,,,,,,,,,,-0.1,0.2,0.2,MoniBidin2011A&A...535A..33M,-6.82,,,4.961029995663981,13.182567385564074,0.8230930511189793,0.8133058401621049,358.40498651895695,0.7294436383839719,-9.94292113926364,-0.7858284995668964,8.619795569651883,5.070470224760927,783.0256981455971,394.9595088250927,5.070470224760927,-0.1,0.2,0.2,photometric,,,,,,,2.299539162158143,0.3920327707691962,0.39675728769982666,2.3312965843529216,0.39631166525587624,0.4001634391374349,18.588600776325617
vvv_cl131,265.321,-34.567,VVV-CL131,mw,0,0,,,,,,,,,,,,14.77,0.04,0.04,Garro2022A&A...658A.120G,8.87,,,Garro2022A&A...658A.120G,,,,,,,,,-3.24,0.81,0.81,-5.65,0.7,0.7,Garro2022A&A...658A.120G,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,3.0,Garro2022A&A...658A.120G,-0.6,0.2,0.2,Garro2022A&A...658A.120G,-5.9,,,4.593029995663982,8.994975815300347,0.16417681111471438,0.16722908591964547,354.72182372056096,-2.169907675738616,-7.145204315822079,-0.9388247483499439,5.38277375475519,1.21900478754058,781.1249378281714,393.01415754455275,1.21900478754058,-0.6,0.2,0.2,photometric,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
vvv_cl143,266.15,-33.738,VVV-CL143,mw,0,0,,,,,,,,,,,,14.74,0.05,0.05,Garro2022A&A...658A.120G,8.84,,,Garro2022A&A...658A.120G,86.0,26.0,26.0,,,,,Borissova2014A&A...569A..24B,-3.18,0.91,0.91,-6.17,0.85,0.85,Garro2022A&A...658A.120G,,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,3.0,Garro2022A&A...658A.120G,-0.6,0.2,0.2,Garro2022A&A...658A.120G,-5.9,,,4.593029995663982,8.871560120379609,0.20194136279744868,0.2066451814022532,355.7883422291477,-2.3187276997520514,-6.9451279993226045,-0.963104045875216,5.435274292927066,1.0337682499525032,780.925097994651,392.81414819168947,1.0337682499525032,-0.6,0.2,0.2,photometric,80.51749468411646,47.35176954500485,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
vvv_cl160,271.738,-20.015,VVV CL160,mw,1,1,2.2,,,,,,,,,,Minniti2021A&A...650L..11M,13.01,0.1,0.1,Minniti2021A&A...650L..11M,8.19,0.5,0.5,Baumgardt2020PASA...37...46B,245.3,0.81,0.81,,,,,Garro2023A&A...669A.136G,-2.3,0.1,0.1,-16.8,0.1,0.1,Minniti2021A&A...650L..11M,,,,,,,,,0.38,,,50.0,,,Minniti2021A&A...650L..11M,,,,,,,,12.0,,,Minniti2021A&A...650L..11M,-1.4,0.2,0.2,Minniti2021A&A...650L..11M,-4.82,0.5,0.5,4.161029995663982,3.9994474976109737,0.18000478921050966,0.18848815356820836,10.147777146204914,0.299857567727955,-2.4192647073804388,-0.32977174622058114,3.1676472589549407,4.244126483083306,777.5983273377071,389.46030720476534,4.244126483083306,-1.4,0.2,0.2,photometric,301.3098274860836,284.40785557225195,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
